Name_lang,Description_lang,ID,Pos[0],Pos[1],Pos[2],PortLocID,PlayerConditionID,UiTextureAtlasMemberID,Flags,WMOGroupID,PoiDataType,PoiData,ContinentID,AreaID,WorldStateID,UiWidgetSetID,Importance,Icon
Silverwing Grove,,1513,1462.48,-1858.93,0,0,0,0,4,0,0,0,1,422,0,0,0,6
West Frostwolf Tower,Horde Controlled,1527,-1297.9,-266.613,0,0,0,0,132,0,0,0,30,-1,1382,0,0,9
West Frostwolf Tower,Destroyed,1528,-1297.92,-266.629,0,0,0,0,132,0,0,0,30,-1,1365,0,0,5
West Frostwolf Tower,In Conflict,1529,-1298.02,-266.508,0,0,0,0,132,0,0,0,30,-1,1392,0,0,11
West Frostwolf Tower,In Conflict,1530,-1298.09,-266.702,0,0,0,0,132,0,0,0,30,-1,1387,0,0,8
Pre-alliance POI test,,1550,451.372,-127.12,0,0,0,0,132,0,0,0,30,-1,1665,0,0,3
The Weeping Cave,,1551,2249.61,-2389.63,0,0,0,0,4,0,0,0,0,198,0,0,0,6
Valor's Rest,,1567,-6404.33,-292.647,0,0,0,0,4,0,0,0,1,2738,0,0,0,6
Wildpaw Cavern,,1568,-1436.1,-455.651,0,0,0,0,4,0,0,0,30,2978,0,0,0,6
Icewing Cavern,,1569,276.056,61.1517,0,0,0,0,4,0,0,0,30,2959,0,0,0,6
Yojamba Isle,,1588,-11874.6,1250.73,0,0,0,0,4,0,0,0,0,-1,0,0,0,6
Stables,Uncontrolled,1609,1180.92,1185.77,0,0,0,0,132,0,0,0,529,-1,1842,0,0,36
Stables,Alliance Controlled,1610,1181.56,1185.58,0,0,0,0,132,0,0,0,529,-1,1767,0,0,38
Stables,Horde Controlled,1611,1181.56,1185.74,0,0,0,0,132,0,0,0,529,-1,1768,0,0,40
Stables,In Conflict,1612,1181.51,1185.65,0,0,0,0,132,0,0,0,529,-1,1769,0,0,37
Stables,In Conflict,1613,1181.54,1185.6,0,0,0,0,132,0,0,0,529,-1,1770,0,0,39
Blacksmith,Uncontrolled,1614,988.933,1012.57,0,0,0,0,132,0,0,0,529,-1,1846,0,0,26
Blacksmith,Alliance Controlled,1615,988.697,1012.58,0,0,0,0,132,0,0,0,529,-1,1782,0,0,28
Blacksmith,Horde Controlled,1616,988.937,1012.34,0,0,0,0,132,0,0,0,529,-1,1783,0,0,30
Blacksmith,In Conflict,1617,988.94,1012.11,0,0,0,0,132,0,0,0,529,-1,1784,0,0,27
Blacksmith,In Conflict,1618,988.693,1012.81,0,0,0,0,132,0,0,0,529,-1,1785,0,0,29
Lumber Mill,Uncontrolled,1619,813.067,1182.09,0,0,0,0,132,0,0,0,529,-1,1844,0,0,21
Lumber Mill,Alliance Controlled,1620,813.073,1182.07,0,0,0,0,132,0,0,0,529,-1,1792,0,0,23
Lumber Mill,Horde Controlled,1621,812.747,1182.13,0,0,0,0,132,0,0,0,529,-1,1793,0,0,25
Lumber Mill,In Conflict,1622,812.705,1182.26,0,0,0,0,132,0,0,0,529,-1,1794,0,0,22
Lumber Mill,In Conflict,1623,812.715,1182.26,0,0,0,0,132,0,0,0,529,-1,1795,0,0,24
Gold Mine,Uncontrolled,1624,1178.22,822.509,0,0,0,0,132,0,0,0,529,-1,1843,0,0,16
Gold Mine,Alliance Controlled,1625,1177.99,822.883,0,0,0,0,132,0,0,0,529,-1,1787,0,0,18
Gold Mine,Horde Controlled,1626,1178.35,822.88,0,0,0,0,132,0,0,0,529,-1,1788,0,0,20
Gold Mine,In Conflict,1627,1178.07,822.847,0,0,0,0,132,0,0,0,529,-1,1789,0,0,17
Gold Mine,In Conflict,1628,1178.15,822.624,0,0,0,0,132,0,0,0,529,-1,1790,0,0,19
Farm,Uncontrolled,1629,824.262,826.35,0,0,0,0,132,0,0,0,529,-1,1845,0,0,31
Farm,Alliance Controlled,1630,824.011,826.546,0,0,0,0,132,0,0,0,529,-1,1772,0,0,33
Farm,Horde Controlled,1631,823.875,826.557,0,0,0,0,132,0,0,0,529,-1,1773,0,0,35
Farm,In Conflict,1632,824.015,826.696,0,0,0,0,132,0,0,0,529,-1,1774,0,0,32
Farm,In Conflict,1633,823.875,826.418,0,0,0,0,132,0,0,0,529,-1,1775,0,0,34
Snowfall Graveyard,Uncontrolled,1682,-202.932,-112.716,0,0,0,0,132,0,0,0,30,-1,1966,0,0,7
Misty Reed Post,,1683,-10854.8,-4093.43,0,0,0,0,5,0,0,0,0,300,0,0,0,6
Brackenwall Village,,1684,-3132.98,-2880.71,0,0,0,0,3,0,0,0,1,496,0,0,0,15
Cenarion Hold,,1685,-6886.15,718.398,0,0,0,0,13,0,0,0,1,3425,0,0,3,4
Twilight Base Camp,,1687,-6996.15,1195.01,0,0,0,0,4,0,0,0,1,2739,0,0,0,6
Staghelm Point,,1688,-6517.49,97.5554,0,0,0,0,4,0,0,0,1,3426,0,0,0,6
Twilight's Run,,1689,-6310.14,136.591,0,0,0,0,4,0,0,0,1,3426,0,0,0,6
Ortell's Hideout,,1690,-7586.17,226.396,0,0,0,0,4,0,0,0,1,2744,0,0,0,6
Bronzebeard Encampment,,1694,-8021.76,1105.84,0,0,0,0,4,0,0,0,1,3427,0,0,0,6
Under Attack,Winterspring,1696,6519.57,-4117.1,0,0,0,0,152,0,0,0,1,-1,2259,0,3,41
Under Attack,Azshara,1697,3366.79,-6226.81,0,0,0,0,152,0,0,0,1,-1,2260,0,3,41
Under Attack,Blasted Lands,1698,-11456.9,-2981.41,0,0,0,0,152,0,0,0,0,-1,2261,0,3,41
Under Attack,Burning Steppes,1699,-7741.19,-2722.21,0,0,0,0,152,0,0,0,0,-1,2262,0,3,41
Under Attack,Tanaris Desert,1700,-8277.12,-3484.09,0,0,0,0,152,0,0,0,1,-1,2263,0,3,41
Under Attack,Eastern Plaguelands,1701,2414.5,-3919.26,0,0,0,0,152,0,0,0,0,-1,2264,0,3,41
Ivar's Patch,,1702,1233.05,1214.28,0,0,0,0,4,0,0,0,0,-1,0,0,0,6
Valgan's Field,,1703,908.754,1255.63,0,0,0,0,4,0,0,0,0,227,0,0,0,6
Sandworm!,A Silithyst beast has surfaced,1724,-6548.72,1150.51,0,0,0,0,134,0,0,0,1,-1,2322,0,0,42
Sandworm!,A Silithyst beast has surfaced,1725,-7786.01,978.815,0,0,0,0,134,0,0,0,1,-1,2323,0,0,42
Sandworm!,A Silithyst beast has surfaced,1726,-7463.3,1411.7,0,0,0,0,134,0,0,0,1,-1,2324,0,0,42
Sandworm!,A Silithyst beast has surfaced,1727,-7377.08,447.046,0,0,0,0,134,0,0,0,1,-1,2325,0,0,42
Eastwall Tower,,1749,2562.3,-4796.96,0,0,69904,0,135,0,0,0,0,-1,2361,0,0,5
Eastwall Tower,"Contested, Alliance",1750,2562.07,-4797.24,0,0,0,0,135,0,0,0,0,139,2359,0,0,5
Eastwall Tower,"Progressing, Alliance",1751,2562.15,-4797.25,0,0,0,0,135,0,0,0,0,139,2357,0,0,10
Eastwall Tower,"Contested, Horde",1752,2561.74,-4797.14,0,0,0,0,135,0,0,0,0,139,2360,0,0,5
Eastwall Tower,"Progressing, Horde",1753,2561.91,-4797.32,0,0,0,0,135,0,0,0,0,139,2358,0,0,9
Eastwall Tower,Horde,1754,2561.96,-4796.84,0,0,0,0,135,0,0,0,0,139,2356,0,0,9
Eastwall Tower,Alliance,1755,2562.03,-4797.02,0,0,0,0,135,0,0,0,0,139,2354,0,0,10
Plaguewood Tower,,1756,2967.53,-3034.37,0,0,69904,0,135,0,0,0,0,139,2353,0,0,5
Plaguewood Tower,"Alliance, Contested",1757,2967.53,-3034.29,0,0,0,0,135,0,0,0,0,139,2366,0,0,5
Plaguewood Tower,"Horde, Contested",1759,2967.11,-3034.13,0,0,0,0,135,0,0,0,0,139,2367,0,0,5
Plaguewood Tower,"Horde, Progressing",1760,2972.89,-3034.52,0,0,0,0,135,0,0,0,0,139,2369,0,0,9
Plaguewood Tower,Alliance,1761,2966.69,-3033.86,0,0,0,0,135,0,0,0,0,139,2370,0,0,10
Plaguewood Tower,Horde,1762,2966.72,-3034.01,0,0,0,0,135,0,0,0,0,139,2371,0,0,9
Northpass Tower,,1763,3170.26,-4376.45,0,0,69904,0,135,0,0,0,0,139,2352,0,0,5
Northpass Tower,"Alliance, Contested",1764,3169.99,-4376.53,0,0,0,0,135,0,0,0,0,139,2362,0,0,5
Northpass Tower,"Horde, Contested",1765,3169.65,-4376.62,0,0,0,0,135,0,0,0,0,139,2363,0,0,5
Northpass Tower,"Alliance, Progressing",1766,3169.88,-4376.38,0,0,0,0,135,0,0,0,0,139,2364,0,0,10
Northpass Tower,"Horde, Progressing",1767,3169.82,-4376.17,0,0,0,0,135,0,0,0,0,139,2365,0,0,9
Northpass Tower,Alliance,1768,3169.14,-4376.62,0,0,0,0,135,0,0,0,0,139,2372,0,0,10
Northpass Tower,Horde,1769,3168.74,-4376.37,0,0,0,0,135,0,0,0,0,139,2373,0,0,9
Crown Guard Tower,,1770,1853.48,-3723.24,0,0,69904,0,135,0,0,0,0,139,2355,0,0,5
Crown Guard Tower,"Alliance, Contested",1771,1853.35,-3723.33,0,0,0,0,135,0,0,0,0,139,2374,0,0,5
Crown Guard Tower,"Horde, Contested",1772,1853.41,-3723.26,0,0,0,0,135,0,0,0,0,139,2375,0,0,5
Crown Guard Tower,"Alliance, Progressing",1773,1853.13,-3723.44,0,0,0,0,135,0,0,0,0,139,2376,0,0,10
Crown Guard Tower,"Horde, Progressing",1774,1853.54,-3723.49,0,0,0,0,135,0,0,0,0,139,2377,0,0,9
Crown Guard Tower,Alliance,1775,1853.47,-3723.38,0,0,0,0,135,0,0,0,0,139,2378,0,0,10
Crown Guard Tower,Horde,1776,1853.51,-3723.47,0,0,0,0,135,0,0,0,0,139,2379,0,0,9
Plaguewood Tower,"Alliance, Progressing",1777,2967.45,-3034.87,0,0,0,0,135,0,0,0,0,139,2368,0,0,10
