ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,RaidOffset,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,Field_1_15_4_56400_021,Flags_0,Flags_1,Flags_2
742,Transport203729,"Vashj'ir Sub - Horde - Circling Abyssal Maw",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
743,Transport203730,"Vashj'ir Sub - Alliance circling Abyssal Maw",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
746,UldumPhaseOasis,"Uldum Phase Oasis",,,,,1,0,0,0,0,-1,1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
747,"Transport 203732","Transport: Deepholm Gunship",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
748,Transport203858,"Transport: Onyxia/Nefarian Elevator",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1537,0,0
749,Transport203859,"Transport: Gilneas Moving Gunship",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
750,Transport203860,"Transport: Gilneas Static Gunship",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1553,0,0
751,RedgridgeOrcBomb,"Redridge - Orc Bomb",,,,,1,0,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
752,RedridgeBridgePhaseOne,"Redridge - Bridge Phase One",,,,,1,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
753,RedridgeBridgePhaseTwo,"Redridge - Bridge Phase Two",,,,,1,0,0,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
754,SkywallRaid,"Throne of the Four Winds",,,,,1,2,3,0,271,-1,-1,-1,0,1,0,1,0,0,0,0,16817949,262272,0
755,UldumDungeon,"Lost City of the Tol'vir",,,,,1,1,3,0,264,-1,-1,-1,0,1,0,1,0,0,0,0,7709,262144,0
757,BaradinHold,"Baradin Hold",,,,,1,2,3,0,269,-1,-1,-1,0,1,0,-1,0,0,0,0,16817725,262272,0
759,UldumPhasedEntrance,"Uldum Phased Entrance",,,,,1,0,0,0,0,-1,1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
760,TwilightHighlandsPhasedEntrance,"Twilight Highlands Phased Entrance",,,,,1,0,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
761,Gilneas_BG_2,"The Battle for Gilneas","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.",,,1,3,0,0,270,1110,-1,-1,0,1,0,-1,0,0,0,0,7773,262144,0
762,"Transport 203861","Twilight Highlands Zeppelin 1",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,3585,0,0
763,"Transport 203862","Twilight Highlands Zeppelin 2",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,3585,0,0
764,UldumPhaseWreckedCamp,"Uldum - Phase Wrecked Camp",,,,,1,0,0,0,0,-1,1,-1,0,1,0,-1,0,0,0,0,16784989,1310720,0
765,Transport203863,"Krazzworks Attack Zeppelin",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,7681,0,0
766,"Transport 2033864","Transport: Gilneas Moving Gunship 02",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,7681,0,0
767,"Transport 2033865","Transport: Gilneas Moving Gunship 03",,,,,3,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,7681,0,0
859,Zul_Gurub5Man,Zul'Gurub,,,,,1,1,3,0,161,720,-1,-1,0,1,0,0,0,0,0,0,7701,262144,0
861,FirelandsDailies,"Molten Front",,,,,1,0,3,0,274,720,-1,-1,0,1,0,-1,0,0,0,0,18882077,1310720,0
930,ScenarioAlcazIsland,"Scenario: Alcaz Island",,,,,1,1,3,0,3,-1,-1,-1,0,1,0,-1,0,0,0,0,7703,262144,0
938,COTDragonblight,"End Time",,,,,1,1,3,0,286,0,-1,-1,0,1,0,1,0,0,0,0,15957,262144,0
939,COTWarOfTheAncients,"Well of Eternity",,,,,1,1,3,0,287,-1,-1,-1,0,1,0,1,0,0,0,0,7773,262144,0
940,TheHourOfTwilight,"Hour of Twilight",,,,,1,1,3,0,288,-1,-1,-1,0,1,0,1,0,0,0,0,15957,262144,0
951,NexusLegendary,"Nexus Legendary",,,,,1,1,3,0,227,-1,-1,-1,0,1,0,571,0,0,0,0,7701,262144,0
967,DeathwingBack,"Dragon Soul",,,,,1,2,3,0,279,1080,-1,-1,0,1,0,1,0,0,0,0,16818013,134480000,0
968,EyeoftheStorm2.0,"Rated Eye of the Storm","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.",,,1,3,0,0,210,-1,-1,-1,0,1,0,-1,0,0,0,0,7701,262144,0
974,DarkmoonFaire,"Darkmoon Faire",,,,,1,0,0,0,278,-1,-1,-1,0,1,0,-1,0,0,0,0,16793109,1310720,0
977,MaelstromDeathwingFight,"Maelstrom Deathwing Fight",,,,,1,1,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,7709,262144,0
980,TolVirArena,"Tol'Vir Arena",,,,,1,0,3,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,16793183,1310720,0
2118,WintergraspEpic,Wintergrasp,"An ancient Titan stronghold built to protect the Vault of Archavon.  Horde and Alliance forces battle furiously for control of the place, eager to seize the artifacts and relics held within the vault for their battle against the Lich King.","An ancient Titan stronghold built to protect the Vault of Archavon.  Horde and Alliance forces battle furiously for control of the place, eager to seize the artifacts and relics held within the vault for their battle against the Lich King.","Defend or Assault Wintergrasp","- Defend the Fortress as Defense
- Destroy the final wall in the Fortress as Offense",1,3,2,0,216,-1,-1,-1,0,1,0,-1,0,0,0,0,25173533,262144,0
2565,2565,"Northrend (3.0 phase)",,,,,1,0,0,0,216,-1,571,571,0,1,0,-1,0,0,804939,0,16793117,1310720,0
2567,2567,"Northrend (3.1 phase)",,,,,1,0,0,0,216,-1,571,571,0,1,0,-1,0,0,804939,0,16793117,1310720,0
2755,2755,"Battle for Tol Barad","A prison island long guarded by Baradin's Wardens has now become a battlefront, as Hellscream's Reach aim to take the island in the name of the Horde.  While both factions battle for control of the island, something sinister has been vying for control of Baradin Hold, the main prison fortress on the island.","A prison island long guarded by Baradin's Wardens has now become a battlefront, as Hellscream's Reach aim to take the island in the name of the Horde.  While both factions battle for control of the island, something sinister has been vying for control of Baradin Hold, the main prison fortress on the island.","Defend or Assault Tol Barad","- As defense, recapture or prevent the attackers from capturing all three buildings at the same time: Ironclad Garrison to the north, Slagworks to the southeast, and Warden's Vigil to the southwest.
- As offense, capture all three buildings at the same time: Ironclad Garrison to the north, Slagworks to the southeast, and Warden's Vigil to the southwest.",1,3,3,0,265,-1,-1,-1,0,1,0,-1,0,12,0,0,16793181,1310720,0
